varos,sorszam,valasztokorzet,lista,szavazatok,fidesz_aranya_valasztokorben,fidesz_aranya_teruleten,fidesz_aranya_diff,helyi_megjelentek_szama,atjelentkezett_megjelentek_szama,atjelentkezettek_aranya
Tiszakeszi,003,"Tiszakeszi - 003",FIDESZ-KDNP,308,72.9857819905213,61.6935244461721,11.2922575443492,436,10,2.24215246636771
"Nyírmihálydi",002,"Nyírmihálydi - 002",FIDESZ-KDNP,385,85.5555555555556,74.272030651341,11.2835249042146,461,0,0.0
"Nagykálló",006,"Nagykálló - 006",FIDESZ-KDNP,358,58.3061889250814,47.0360602236448,11.2701287014366,627,0,0.0
Debrecen,072,"Debrecen - 072",FIDESZ-KDNP,237,60.1522842639594,48.8831492940873,11.2691349698721,398,0,0.0
Szombathely,069,"Szombathely - 069",FIDESZ-KDNP,357,60.9215017064846,49.6984379629394,11.2230637435452,594,0,0.0
"Nyíregyháza",086,"Nyíregyháza - 086",FIDESZ-KDNP,306,53.8732394366197,42.6901378033,11.1831016333197,573,0,0.0
"Budapest IV. kerület",029,"Budapest IV. kerület - 029",FIDESZ-KDNP,402,47.2385428907168,36.0669015020653,11.1716413886515,857,0,0.0
"Békéscsaba",066,"Békéscsaba - 066",FIDESZ-KDNP,201,55.6786703601108,44.5120268825262,11.1666434775846,365,0,0.0
"Szekszárd",003,"Szekszárd - 003",FIDESZ-KDNP,282,58.2644628099173,47.1350639786605,11.1293988312568,490,0,0.0
Debrecen,050,"Debrecen - 050",FIDESZ-KDNP,378,60.0,48.8831492940873,11.1168507059127,632,0,0.0
"Várpalota",007,"Várpalota - 007",FIDESZ-KDNP,271,57.6595744680851,46.5432244935052,11.1163499745799,474,0,0.0
"Szigetvár",010,"Szigetvár - 010",FIDESZ-KDNP,89,55.2795031055901,44.1663753636927,11.1131277418974,162,0,0.0
"Hajdúböszörmény",024,"Hajdúböszörmény - 024",FIDESZ-KDNP,299,64.8590021691974,53.7466726026712,11.1123295665262,506,0,0.0
"Kállósemjén",005,"Kállósemjén - 005",FIDESZ-KDNP,108,75.0,63.9509297086533,11.0490702913467,145,0,0.0
"Mohács",018,"Mohács - 018",FIDESZ-KDNP,215,69.1318327974276,58.1047812897314,11.0270515076963,358,141,28.2565130260521
"Kecskemét",033,"Kecskemét - 033",FIDESZ-KDNP,266,60.3174603174603,49.3213709560138,10.9960893614465,444,0,0.0
Kecel,007,"Kecel - 007",FIDESZ-KDNP,234,69.0265486725664,58.0344852145451,10.9920634580212,348,0,0.0
"Salgótarján",011,"Salgótarján - 011",FIDESZ-KDNP,35,56.4516129032258,45.4633500828422,10.9882628203836,64,0,0.0
"Pécs",149,"Pécs - 149",FIDESZ-KDNP,177,49.4413407821229,38.4655803319637,10.9757604501592,375,0,0.0
Zalaegerszeg,050,"Zalaegerszeg - 050",FIDESZ-KDNP,266,60.4545454545455,49.4820238141564,10.9725216403891,450,0,0.0
"Kál",002,"Kál - 002",FIDESZ-KDNP,282,62.8062360801782,51.9391747983923,10.8670612817859,469,0,0.0
"Vasvár",007,"Vasvár - 007",FIDESZ-KDNP,33,75.0,64.1526346356788,10.8473653643212,45,0,0.0
"Tápiószele",004,"Tápiószele - 004",FIDESZ-KDNP,230,59.7402597402597,48.9125092060806,10.8277505341791,389,0,0.0
Domony,002,"Domony - 002",FIDESZ-KDNP,376,64.9395509499137,54.1349570757838,10.8045938741298,585,0,0.0
"Dombóvár",012,"Dombóvár - 012",FIDESZ-KDNP,150,61.4754098360656,50.6788559222575,10.7965539138081,246,171,41.0071942446043
"Ráckeve",006,"Ráckeve - 006",FIDESZ-KDNP,300,61.2244897959184,50.433251593917,10.7912382020013,497,0,0.0
Gyula,005,"Gyula - 005",FIDESZ-KDNP,297,56.0377358490566,45.2752402886019,10.7624955604547,536,0,0.0
"Nagylóc",003,"Nagylóc - 003",FIDESZ-KDNP,34,72.3404255319149,61.5967685367586,10.7436569951563,47,0,0.0
"Mezőtúr",006,"Mezőtúr - 006",FIDESZ-KDNP,300,54.6448087431694,43.9088413541413,10.7359673890282,561,0,0.0
Szentes,013,"Szentes - 013",FIDESZ-KDNP,43,62.3188405797101,51.5969728044414,10.7218677752688,69,0,0.0
"Kaposvár",032,"Kaposvár - 032",FIDESZ-KDNP,269,54.1247484909457,43.4576231121415,10.6671253788042,501,0,0.0
"Kazár",003,"Kazár - 003",FIDESZ-KDNP,78,69.0265486725664,58.3891240220598,10.6374246505066,124,0,0.0
"Kecskemét",073,"Kecskemét - 073",FIDESZ-KDNP,393,59.9085365853659,49.3213709560138,10.587165629352,665,0,0.0
Csabrendek,004,"Csabrendek - 004",FIDESZ-KDNP,77,76.2376237623762,65.6764110974566,10.5612126649197,104,0,0.0
Debrecen,103,"Debrecen - 103",FIDESZ-KDNP,309,59.4230769230769,48.8831492940873,10.5399276289896,522,0,0.0
"Nádudvar",004,"Nádudvar - 004",FIDESZ-KDNP,346,62.9090909090909,52.3764478050175,10.5326431040734,557,0,0.0
"Budapest IX. kerület",040,"Budapest IX. kerület - 040",FIDESZ-KDNP,131,48.1617647058824,37.6332935320301,10.5284711738523,277,0,0.0
Ajka,025,"Ajka - 025",FIDESZ-KDNP,360,55.8139534883721,45.3228528448999,10.4911006434722,648,0,0.0
Paks,017,"Paks - 017",FIDESZ-KDNP,118,63.1016042780749,52.6180978937345,10.4835063843403,188,0,0.0
"Tamási",009,"Tamási - 009",FIDESZ-KDNP,218,61.9318181818182,51.4494196321905,10.4823985496276,355,0,0.0
"Mezőzombor",002,"Mezőzombor - 002",FIDESZ-KDNP,365,78.6637931034483,68.1915456745312,10.4722474289171,481,0,0.0
"Hajdúböszörmény",003,"Hajdúböszörmény - 003",FIDESZ-KDNP,235,64.207650273224,53.7466726026712,10.4609776705529,373,0,0.0
Szeged,103,"Szeged - 103",FIDESZ-KDNP,343,47.972027972028,37.5377626896143,10.4342652824136,730,0,0.0
Szeged,203,"Szeged - 203",FIDESZ-KDNP,381,47.9245283018868,37.5377626896143,10.3867656122725,801,0,0.0
"Pécs",077,"Pécs - 077",FIDESZ-KDNP,361,48.8497970230041,38.4655803319637,10.3842166910404,743,0,0.0
Lenti,008,"Lenti - 008",FIDESZ-KDNP,162,71.3656387665198,61.034594559513,10.3310442070068,228,0,0.0
"Makó",011,"Makó - 011",FIDESZ-KDNP,396,62.2641509433962,51.9868296813469,10.2773212620493,656,0,0.0
Heves,004,"Heves - 004",FIDESZ-KDNP,91,67.910447761194,57.646660338119,10.263787423075,136,0,0.0
"Budapest XXI. kerület",035,"Budapest XXI. kerület - 035",FIDESZ-KDNP,163,47.8005865102639,37.554331361675,10.2462551485889,380,0,0.0
Tapolca,007,"Tapolca - 007",FIDESZ-KDNP,319,56.0632688927944,45.83468857246,10.2285803203344,575,0,0.0
"Sajókaza",003,"Sajókaza - 003",FIDESZ-KDNP,254,57.8587699316629,47.6630413051817,10.1957286264812,482,0,0.0
"Pécs",066,"Pécs - 066",FIDESZ-KDNP,216,48.6486486486487,38.4655803319637,10.183068316685,467,0,0.0
"Győr",011,"Győr - 011",FIDESZ-KDNP,262,59.4104308390023,49.2317990574674,10.1786317815349,442,0,0.0
"Budapest XII. kerület",027,"Budapest XII. kerület - 027",FIDESZ-KDNP,312,52.7027027027027,42.5293651757483,10.1733375269544,594,0,0.0
Marcali,010,"Marcali - 010",FIDESZ-KDNP,149,60.3238866396761,50.1780425661088,10.1458440735673,251,0,0.0
Miskolc,059,"Miskolc - 059",FIDESZ-KDNP,239,50.0,39.8552204069502,10.1447795930498,489,0,0.0
"Hódmezővásárhely",046,"Hódmezővásárhely - 046",FIDESZ-KDNP,105,59.3220338983051,49.1820473129461,10.139986585359,178,0,0.0
"Lispeszentadorján",002,"Lispeszentadorján - 002",FIDESZ-KDNP,57,56.4356435643564,46.3029281651569,10.1327153991995,101,6,5.60747663551402
"Vecsés",004,"Vecsés - 004",FIDESZ-KDNP,203,53.0026109660574,42.8730828070941,10.1295281589633,442,0,0.0
Debrecen,027,"Debrecen - 027",FIDESZ-KDNP,236,59.0,48.8831492940873,10.1168507059127,405,0,0.0
"Kecskemét",067,"Kecskemét - 067",FIDESZ-KDNP,439,59.404600811908,49.3213709560138,10.0832298558941,745,0,0.0
"Bátonyterenye",014,"Bátonyterenye - 014",FIDESZ-KDNP,159,55.0173010380623,44.9396582826478,10.0776427554144,302,0,0.0
"Besenyőtelek",002,"Besenyőtelek - 002",FIDESZ-KDNP,257,69.2722371967655,59.1983633136243,10.0738738831412,376,0,0.0
Igar,003,"Igar - 003",FIDESZ-KDNP,97,75.78125,65.7236521794071,10.0575978205929,131,0,0.0
"Budapest XI. kerület",023,"Budapest XI. kerület - 023",FIDESZ-KDNP,274,50.1831501831502,40.1311278606996,10.0520223224506,553,0,0.0
"Nagymágocs",005,"Nagymágocs - 005",FIDESZ-KDNP,51,63.75,53.7243541598516,10.0256458401484,84,0,0.0
Magyarhertelend,001,"Magyarhertelend - 001",FIDESZ-KDNP,134,44.2244224422442,34.2089854146705,10.0154370275737,310,9,2.82131661442006
"Jászkisér",003,"Jászkisér - 003",FIDESZ-KDNP,244,63.3766233766234,53.3786452015491,9.99797817507427,393,19,4.61165048543689
Sopron,022,"Sopron - 022",FIDESZ-KDNP,433,60.6442577030812,50.6537473205367,9.99051038254456,716,0,0.0
"Hajdúnánás",018,"Hajdúnánás - 018",FIDESZ-KDNP,131,59.8173515981735,49.8519231208928,9.9654284772807,220,0,0.0
"Nyíregyháza",077,"Nyíregyháza - 077",FIDESZ-KDNP,199,52.6455026455027,42.6901378033,9.95536484220268,379,0,0.0
Miskolc,060,"Miskolc - 060",FIDESZ-KDNP,248,49.7991967871486,39.8552204069502,9.94397638019841,499,0,0.0
"Dány",004,"Dány - 004",FIDESZ-KDNP,484,73.4446130500759,63.5098259511138,9.93478709896205,674,0,0.0
Szolnok,050,"Szolnok - 050",FIDESZ-KDNP,258,49.7109826589595,39.8220710661513,9.88891159280822,527,0,0.0
"Csongrád",015,"Csongrád - 015",FIDESZ-KDNP,156,66.3829787234042,56.5131747937255,9.8698039296788,238,0,0.0
Debrecen,028,"Debrecen - 028",FIDESZ-KDNP,441,58.7217043941411,48.8831492940873,9.83855510005383,756,0,0.0
Eger,044,"Eger - 044",FIDESZ-KDNP,361,53.6404160475483,43.8019274245268,9.83848862302147,684,0,0.0
"Füzesabony",002,"Füzesabony - 002",FIDESZ-KDNP,231,59.2307692307692,49.4295775102955,9.80119172047377,391,0,0.0
Farkaslyuk,002,"Farkaslyuk - 002",FIDESZ-KDNP,98,64.0522875816993,54.2654075945307,9.78687998716869,159,0,0.0
Kunhegyes,005,"Kunhegyes - 005",FIDESZ-KDNP,315,67.4518201284797,57.6805238303902,9.77129629808942,473,0,0.0
"Mezőberény",001,"Mezőberény - 001",FIDESZ-KDNP,313,53.1409168081494,43.4246730553681,9.7162437527813,599,0,0.0
"Medgyesegyháza",004,"Medgyesegyháza - 004",FIDESZ-KDNP,75,52.0833333333333,42.3929244136274,9.69040891970594,147,0,0.0
"Budapest XVIII. kerület",045,"Budapest XVIII. kerület - 045",FIDESZ-KDNP,252,48.742746615087,39.069729526465,9.67301708862207,520,0,0.0
"Hortobágy",002,"Hortobágy - 002",FIDESZ-KDNP,53,58.2417582417582,48.5735418427726,9.66821639898563,92,0,0.0
"Balástya",004,"Balástya - 004",FIDESZ-KDNP,213,71.9594594594595,62.3007090284465,9.658750431013,298,0,0.0
"Kaposvár",054,"Kaposvár - 054",FIDESZ-KDNP,290,53.1135531135531,43.4576231121415,9.65593000141163,563,0,0.0
"Hernádnémeti",001,"Hernádnémeti - 001",FIDESZ-KDNP,321,60.0,50.3785054853716,9.62149451462837,556,0,0.0
"Lábod",001,"Lábod - 001",FIDESZ-KDNP,294,68.0555555555556,58.438912681418,9.61664287413753,492,0,0.0
Szolnok,057,"Szolnok - 057",FIDESZ-KDNP,257,49.4230769230769,39.8220710661513,9.60100585692561,525,0,0.0
"Mátraverebély",002,"Mátraverebély - 002",FIDESZ-KDNP,169,59.2982456140351,49.7239943292575,9.5742512847776,296,7,2.31023102310231
"Csány",002,"Csány - 002",FIDESZ-KDNP,215,68.4713375796178,58.9090698811953,9.56226769842254,321,0,0.0
Miskolc,089,"Miskolc - 089",FIDESZ-KDNP,291,49.4057724957555,39.8552204069502,9.55055208880534,592,0,0.0
Sirok,001,"Sirok - 001",FIDESZ-KDNP,300,59.8802395209581,50.3325966631404,9.54764285781764,503,24,4.55407969639469
"Komárom",005,"Komárom - 005",FIDESZ-KDNP,444,59.2790387182911,49.736576988836,9.54246172945506,753,0,0.0
"Kecskemét",071,"Kecskemét - 071",FIDESZ-KDNP,186,58.8607594936709,49.3213709560138,9.53938853765705,326,0,0.0
"Budapest XVII. kerület",072,"Budapest XVII. kerület - 072",FIDESZ-KDNP,407,49.8164014687882,40.2786003966702,9.53780107211807,822,0,0.0
Zalaegerszeg,001,"Zalaegerszeg - 001",FIDESZ-KDNP,301,59.0196078431373,49.4820238141564,9.53758402898087,513,0,0.0
Baracska,002,"Baracska - 002",FIDESZ-KDNP,326,56.2068965517241,46.6761422156305,9.53075433609361,591,69,10.4545454545455
Berhida,002,"Berhida - 002",FIDESZ-KDNP,298,65.0655021834061,55.5384981824045,9.52700400100163,461,0,0.0
"Budapest XI. kerület",025,"Budapest XI. kerület - 025",FIDESZ-KDNP,310,49.6,40.1311278606996,9.46887213930042,629,0,0.0
"Békés",016,"Békés - 016",FIDESZ-KDNP,326,69.0677966101695,59.6325181589068,9.4352784512627,483,0,0.0
Nagykanizsa,036,"Nagykanizsa - 036",FIDESZ-KDNP,185,54.7337278106509,45.2998729671323,9.43385484351857,343,0,0.0
Kaszaper,003,"Kaszaper - 003",FIDESZ-KDNP,42,60.8695652173913,51.4426162023416,9.42694901504971,71,0,0.0
"Pécs",038,"Pécs - 038",FIDESZ-KDNP,301,47.8537360890302,38.4655803319637,9.38815575706651,654,0,0.0
Nemeske,001,"Nemeske - 001",FIDESZ-KDNP,43,60.5633802816901,51.1772125289048,9.38616775278537,72,0,0.0
"Kiskőrös",016,"Kiskőrös - 016",FIDESZ-KDNP,402,72.3021582733813,62.9570544854559,9.34510378792542,562,0,0.0
"Ács",005,"Ács - 005",FIDESZ-KDNP,263,66.5822784810127,57.2385640087324,9.34371447228023,399,0,0.0
"Szabadszállás",005,"Szabadszállás - 005",FIDESZ-KDNP,240,65.3950953678474,56.081524351933,9.31357101591445,371,0,0.0
"Cegléd",018,"Cegléd - 018",FIDESZ-KDNP,191,58.2317073170732,48.9227981899875,9.30890912708564,337,0,0.0
"Budapest IV. kerület",070,"Budapest IV. kerület - 070",FIDESZ-KDNP,361,45.3517587939699,36.0669015020653,9.28485729190459,796,0,0.0
Dunakeszi,015,"Dunakeszi - 015",FIDESZ-KDNP,328,49.4720965309201,40.2001496205698,9.27194691035029,720,0,0.0
Gesztely,003,"Gesztely - 003",FIDESZ-KDNP,254,63.5,54.252031498142,9.24796850185795,400,14,3.38164251207729
Esztergom,001,"Esztergom - 001",FIDESZ-KDNP,334,55.8528428093645,46.6232680908854,9.22957471847915,602,0,0.0
Derecske,008,"Derecske - 008",FIDESZ-KDNP,139,70.9183673469388,61.6931901953755,9.22517715156327,197,0,0.0
"Pécs",005,"Pécs - 005",FIDESZ-KDNP,254,47.6547842401501,38.4655803319637,9.1892039081864,539,0,0.0
"Budapest IX. kerület",020,"Budapest IX. kerület - 020",FIDESZ-KDNP,290,46.7741935483871,37.6332935320301,9.14090001635699,635,0,0.0
Miskolc,074,"Miskolc - 074",FIDESZ-KDNP,230,48.936170212766,39.8552204069502,9.08094980581578,474,0,0.0
"Sárszentlőrinc",002,"Sárszentlőrinc - 002",FIDESZ-KDNP,93,74.4,65.3292479108635,9.07075208913649,126,0,0.0
"Veszprém",055,"Veszprém - 055",FIDESZ-KDNP,303,53.2513181019332,44.1965513687109,9.05476673322227,571,0,0.0
"Tiszakürt",002,"Tiszakürt - 002",FIDESZ-KDNP,63,75.0,65.9511784511784,9.04882154882155,85,0,0.0
"Nagymágocs",004,"Nagymágocs - 004",FIDESZ-KDNP,187,62.751677852349,53.7243541598516,9.0273236924974,312,0,0.0
"Pécs",057,"Pécs - 057",FIDESZ-KDNP,215,47.4613686534216,38.4655803319637,8.99578832145794,457,0,0.0
Gyula,019,"Gyula - 019",FIDESZ-KDNP,401,54.2625169147497,45.2752402886019,8.98727662614775,746,0,0.0
"Balatonalmádi",007,"Balatonalmádi - 007",FIDESZ-KDNP,464,60.025873221216,51.0515981594416,8.97427506177447,774,0,0.0
"Mezőcsát",001,"Mezőcsát - 001",FIDESZ-KDNP,417,68.2487725040916,59.2752843969663,8.97348810712537,618,24,3.73831775700935
Debrecen,097,"Debrecen - 097",FIDESZ-KDNP,210,57.8512396694215,48.8831492940873,8.96809037533416,364,0,0.0
"Kunfehértó",003,"Kunfehértó - 003",FIDESZ-KDNP,40,59.7014925373134,50.7349598834366,8.9665326538768,68,0,0.0
Tokod,001,"Tokod - 001",FIDESZ-KDNP,59,55.6603773584906,46.7026996459437,8.95767771254683,109,0,0.0
"Parád",002,"Parád - 002",FIDESZ-KDNP,192,55.1724137931034,46.2215254661407,8.95088832696275,349,0,0.0
Miskolc,018,"Miskolc - 018",FIDESZ-KDNP,387,48.8020176544767,39.8552204069502,8.94679724752649,798,0,0.0
"Ócsa",009,"Ócsa - 009",FIDESZ-KDNP,138,63.013698630137,54.0877805019788,8.92591812815822,223,0,0.0
"Ásotthalom",004,"Ásotthalom - 004",FIDESZ-KDNP,137,66.504854368932,57.5801330545294,8.92472131440264,222,0,0.0
"Salgótarján",015,"Salgótarján - 015",FIDESZ-KDNP,155,54.3859649122807,45.4633500828422,8.92261482943853,295,0,0.0
"Lajoskomárom",001,"Lajoskomárom - 001",FIDESZ-KDNP,148,64.0692640692641,55.1490211416792,8.92024292758485,233,0,0.0
"Homokmégy",003,"Homokmégy - 003",FIDESZ-KDNP,43,63.2352941176471,54.315652958643,8.91964115900402,68,0,0.0
"Bélapátfalva",002,"Bélapátfalva - 002",FIDESZ-KDNP,329,60.2564102564103,51.3387785536918,8.91763170271847,549,0,0.0
"Mohács",023,"Mohács - 023",FIDESZ-KDNP,189,67.0212765957447,58.1047812897314,8.9164953060133,287,0,0.0
Demecser,003,"Demecser - 003",FIDESZ-KDNP,351,61.5789473684211,52.6633650258628,8.91558234255822,583,0,0.0
"Kecskemét",085,"Kecskemét - 085",FIDESZ-KDNP,396,58.2352941176471,49.3213709560138,8.91392316163323,686,0,0.0
"Nagykőrös",018,"Nagykőrös - 018",FIDESZ-KDNP,320,63.4920634920635,54.5872609262572,8.90480256580627,516,0,0.0
"Polgárdi",001,"Polgárdi - 001",FIDESZ-KDNP,118,72.3926380368098,63.492131555241,8.90050648156884,167,0,0.0
"Komló",005,"Komló - 005",FIDESZ-KDNP,251,47.8095238095238,38.9233359241907,8.88618788533311,529,157,22.8862973760933
"Békés",010,"Békés - 010",FIDESZ-KDNP,370,68.5185185185185,59.6325181589068,8.88600035961173,555,0,0.0
Szerencs,001,"Szerencs - 001",FIDESZ-KDNP,325,56.0344827586207,47.1555223543733,8.87896040424739,583,0,0.0
Elek,006,"Elek - 006",FIDESZ-KDNP,195,59.0909090909091,50.2122968668215,8.87861222408761,337,21,5.8659217877095
Csenger,003,"Csenger - 003",FIDESZ-KDNP,336,63.5160680529301,54.6693687763937,8.84669927653634,572,69,10.7644305772231
"Érd",001,"Érd - 001",FIDESZ-KDNP,362,52.9239766081871,44.0812046811832,8.84277192700389,689,0,0.0
"Orosháza",004,"Orosháza - 004",FIDESZ-KDNP,271,55.3061224489796,46.4674101018872,8.83871234709238,490,0,0.0
"Pér",003,"Pér - 003",FIDESZ-KDNP,127,67.5531914893617,58.7263314719717,8.82686001738998,189,0,0.0
"Mezőhegyes",006,"Mezőhegyes - 006",FIDESZ-KDNP,214,54.1772151898734,45.3665107833008,8.81070440657258,401,0,0.0
"Komárom",004,"Komárom - 004",FIDESZ-KDNP,370,58.5443037974684,49.736576988836,8.80772680863237,635,0,0.0
"Győr",092,"Győr - 092",FIDESZ-KDNP,444,58.0392156862745,49.2317990574674,8.80741662880712,773,0,0.0
"Ibrány",004,"Ibrány - 004",FIDESZ-KDNP,333,59.2526690391459,50.4959734563232,8.75669558282271,587,0,0.0
"Budapest X. kerület",003,"Budapest X. kerület - 003",FIDESZ-KDNP,133,47.5,38.7879054710566,8.71209452894339,294,0,0.0
"Hahót",001,"Hahót - 001",FIDESZ-KDNP,140,67.9611650485437,59.2622432727821,8.69892177576157,207,0,0.0
Ajka,029,"Ajka - 029",FIDESZ-KDNP,309,54.020979020979,45.3228528448999,8.69812617607915,573,0,0.0
"Budapest XI. kerület",035,"Budapest XI. kerület - 035",FIDESZ-KDNP,248,48.8188976377953,40.1311278606996,8.68776977709569,566,8553,93.7931790766531
"Rákóczifalva",003,"Rákóczifalva - 003",FIDESZ-KDNP,287,53.3457249070632,44.6916504982638,8.6540744087994,549,45,7.57575757575758
Miskolc,093,"Miskolc - 093",FIDESZ-KDNP,195,48.5074626865672,39.8552204069502,8.65224227961698,405,0,0.0
"Budapest XVIII. kerület",047,"Budapest XVIII. kerület - 047",FIDESZ-KDNP,382,47.6903870162297,39.069729526465,8.62065748976475,808,0,0.0
Istenmezeje,003,"Istenmezeje - 003",FIDESZ-KDNP,56,50.0,41.4052704037504,8.59472959624961,113,0,0.0
"Ásotthalom",005,"Ásotthalom - 005",FIDESZ-KDNP,172,66.1538461538461,57.5801330545294,8.57371309931674,262,0,0.0
"Gárdony",008,"Gárdony - 008",FIDESZ-KDNP,319,52.9021558872305,44.3320102078801,8.57014567935046,610,0,0.0
"Pomáz",001,"Pomáz - 001",FIDESZ-KDNP,322,53.5773710482529,45.0101034174261,8.56726763082683,604,0,0.0
Debrecen,086,"Debrecen - 086",FIDESZ-KDNP,471,57.4390243902439,48.8831492940873,8.55587509615658,852,0,0.0
"Pálfa",002,"Pálfa - 002",FIDESZ-KDNP,204,76.9811320754717,68.4332600201498,8.54787205532193,268,0,0.0
Egyek,007,"Egyek - 007",FIDESZ-KDNP,62,70.4545454545455,61.9113102785806,8.54323517596483,89,0,0.0
"Pécs",024,"Pécs - 024",FIDESZ-KDNP,55,47.008547008547,38.4655803319637,8.54296667658331,135,0,0.0
"Budapest XIII. kerület",026,"Budapest XIII. kerület - 026",FIDESZ-KDNP,248,39.8073836276083,31.2903254193305,8.51705820827782,626,0,0.0
"Budapest XIII. kerület",046,"Budapest XIII. kerület - 046",FIDESZ-KDNP,205,39.8058252427184,31.2903254193305,8.51549982338792,519,0,0.0
"Budapest X. kerület",049,"Budapest X. kerület - 049",FIDESZ-KDNP,166,47.2934472934473,38.7879054710566,8.50554182239068,352,0,0.0
"Dunaújváros",045,"Dunaújváros - 045",FIDESZ-KDNP,366,45.6359102244389,37.1331949547494,8.50271526968952,807,0,0.0
Miskolc,088,"Miskolc - 088",FIDESZ-KDNP,235,48.3539094650206,39.8552204069502,8.4986890580704,491,0,0.0
"Harkány",001,"Harkány - 001",FIDESZ-KDNP,310,62.6262626262626,54.1317837644487,8.49447886181388,497,0,0.0
"Bőny",002,"Bőny - 002",FIDESZ-KDNP,318,60.0,51.507017975868,8.49298202413198,535,0,0.0
Kalocsa,010,"Kalocsa - 010",FIDESZ-KDNP,238,48.2758620689655,39.7866218065088,8.48924026245671,498,0,0.0
"Budapest XVIII. kerület",021,"Budapest XVIII. kerület - 021",FIDESZ-KDNP,378,47.5471698113208,39.069729526465,8.47744028485579,799,0,0.0
Sellye,002,"Sellye - 002",FIDESZ-KDNP,219,50.5773672055427,42.1016765365756,8.47569066896715,442,24,5.15021459227468
Tata,022,"Tata - 022",FIDESZ-KDNP,346,52.824427480916,44.3569261669842,8.46750131393187,662,0,0.0
"Csobánka",001,"Csobánka - 001",FIDESZ-KDNP,281,56.2,47.756080664568,8.44391933543196,506,0,0.0
"Kapuvár",004,"Kapuvár - 004",FIDESZ-KDNP,511,68.4986595174263,60.056206723195,8.44245279423132,748,0,0.0
Albertirsa,007,"Albertirsa - 007",FIDESZ-KDNP,248,57.0114942528736,48.5737813429777,8.43771290989584,438,0,0.0
Vaja,001,"Vaja - 001",FIDESZ-KDNP,458,75.9535655058043,67.518193446771,8.43537205903328,612,8,1.29032258064516
Miskolc,128,"Miskolc - 128",FIDESZ-KDNP,223,48.2683982683983,39.8552204069502,8.41317786144808,488,0,0.0
"Pécs",068,"Pécs - 068",FIDESZ-KDNP,208,46.8468468468468,38.4655803319637,8.38126651488315,445,0,0.0
"Mezőszentgyörgy",002,"Mezőszentgyörgy - 002",FIDESZ-KDNP,187,69.5167286245353,61.1363170681732,8.38041155636215,279,0,0.0
"Mogyoród",001,"Mogyoród - 001",FIDESZ-KDNP,479,57.5721153846154,49.2016118899372,8.37050349467818,839,0,0.0
"Nyíregyháza",097,"Nyíregyháza - 097",FIDESZ-KDNP,270,51.0396975425331,42.6901378033,8.34955973923311,535,0,0.0
"Kiskőrös",012,"Kiskőrös - 012",FIDESZ-KDNP,313,71.2984054669704,62.9570544854559,8.34135098151451,449,0,0.0
"Görcsöny",003,"Görcsöny - 003",FIDESZ-KDNP,38,58.4615384615385,50.1267092317212,8.33482922981731,66,0,0.0
"Hévíz",001,"Hévíz - 001",FIDESZ-KDNP,220,63.4005763688761,55.0748667291517,8.32570963972442,382,895,70.0861393891934
Tiszabercel,001,"Tiszabercel - 001",FIDESZ-KDNP,343,76.0532150776053,67.7383592017738,8.31485587583148,468,8,1.68067226890756
