varos,sorszam,valasztokorzet,lista,szavazatok,fidesz_aranya_valasztokorben,fidesz_aranya_teruleten,fidesz_aranya_diff,helyi_megjelentek_szama,atjelentkezett_megjelentek_szama,atjelentkezettek_aranya
"Lőkösháza",002,"Lőkösháza - 002",FIDESZ-KDNP,196,50.0,46.5533980582524,3.44660194174757,398,0,0.0
"Cegléd",031,"Cegléd - 031",FIDESZ-KDNP,365,52.3672883787661,48.9227981899875,3.44449018877862,702,0,0.0
"Mesztegnyő",001,"Mesztegnyő - 001",FIDESZ-KDNP,219,56.8831168831169,53.4415584415584,3.44155844155843,386,0,0.0
"Budapest X. kerület",047,"Budapest X. kerület - 047",FIDESZ-KDNP,163,42.2279792746114,38.7879054710566,3.44007380355479,387,0,0.0
"Budapest XVIII. kerület",010,"Budapest XVIII. kerület - 010",FIDESZ-KDNP,332,42.5096030729834,39.069729526465,3.43987354651838,798,0,0.0
Egyek,002,"Egyek - 002",FIDESZ-KDNP,215,65.3495440729483,61.9113102785806,3.43823379436771,333,0,0.0
"Budapest VII. kerület",036,"Budapest VII. kerület - 036",FIDESZ-KDNP,220,40.4411764705882,37.0039777058329,3.43719876475534,549,0,0.0
"Budapest XII. kerület",034,"Budapest XII. kerület - 034",FIDESZ-KDNP,319,45.9654178674352,42.5293651757483,3.43605269168683,702,0,0.0
"Buják",001,"Buják - 001",FIDESZ-KDNP,348,67.5728155339806,64.1402252716458,3.43259026233478,525,0,0.0
"Vác",001,"Vác - 001",FIDESZ-KDNP,240,50.314465408805,46.8876635682735,3.42680184053157,479,0,0.0
"Máriakálnok",001,"Máriakálnok - 001",FIDESZ-KDNP,281,59.7872340425532,56.3642052565707,3.42302878598248,471,16,3.28542094455852
"Páty",002,"Páty - 002",FIDESZ-KDNP,443,50.2837684449489,46.8610344720616,3.42273397288734,887,0,0.0
"Mezőkeresztes",003,"Mezőkeresztes - 003",FIDESZ-KDNP,194,50.1291989664083,46.713013342192,3.41618562421631,389,31,7.38095238095238
"Budapest XXIII. kerület",011,"Budapest XXIII. kerület - 011",FIDESZ-KDNP,201,41.701244813278,38.2873827633797,3.41386204989832,489,0,0.0
"Ibrány",005,"Ibrány - 005",FIDESZ-KDNP,345,53.90625,50.4959734563232,3.41027654367679,647,0,0.0
"Dunavarsány",004,"Dunavarsány - 004",FIDESZ-KDNP,327,45.2908587257618,41.8815602710966,3.40929845466516,725,0,0.0
"Budapest VIII. kerület",027,"Budapest VIII. kerület - 027",FIDESZ-KDNP,229,43.6190476190476,40.2132187543723,3.40582886467529,527,0,0.0
Vonyarcvashegy,001,"Vonyarcvashegy - 001",FIDESZ-KDNP,420,59.4900849858357,56.0843282072036,3.40575677863213,710,0,0.0
"Győrszemere",001,"Győrszemere - 001",FIDESZ-KDNP,287,66.1290322580645,62.7233326174401,3.40569964062441,442,35,7.33752620545073
"Hajdúhadház",004,"Hajdúhadház - 004",FIDESZ-KDNP,380,63.5451505016722,60.1409207225551,3.40422977911717,608,0,0.0
Balassagyarmat,015,"Balassagyarmat - 015",FIDESZ-KDNP,248,45.0909090909091,41.6870365710085,3.40387251990057,553,0,0.0
"Budapest XVII. kerület",066,"Budapest XVII. kerület - 066",FIDESZ-KDNP,318,43.6813186813187,40.2786003966702,3.4027182846485,733,0,0.0
"Győr",080,"Győr - 080",FIDESZ-KDNP,450,52.6315789473684,49.2317990574674,3.39977988990102,883,0,0.0
"Budapest XVI. kerület",021,"Budapest XVI. kerület - 021",FIDESZ-KDNP,252,45.0805008944544,41.6850912149879,3.39540967946643,565,0,0.0
Ozora,002,"Ozora - 002",FIDESZ-KDNP,253,67.828418230563,64.4353009266959,3.39311730386711,376,0,0.0
"Cegléd",028,"Cegléd - 028",FIDESZ-KDNP,294,52.3131672597865,48.9227981899875,3.39036906979895,569,0,0.0
Miske,001,"Miske - 001",FIDESZ-KDNP,233,57.9601990049751,54.5753375977257,3.38486140724947,408,10,2.39234449760766
"Budapest XVIII. kerület",024,"Budapest XVIII. kerület - 024",FIDESZ-KDNP,301,42.4541607898448,39.069729526465,3.38443126337988,718,0,0.0
"Orosháza",025,"Orosháza - 025",FIDESZ-KDNP,325,49.8466257668712,46.4674101018872,3.37921566498396,653,0,0.0
"Csengőd",002,"Csengőd - 002",FIDESZ-KDNP,384,70.0729927007299,66.69434467488,3.37864802584997,551,0,0.0
"Kunágota",003,"Kunágota - 003",FIDESZ-KDNP,272,59.2592592592593,55.8814467145493,3.37781254470993,470,0,0.0
Esztergom,003,"Esztergom - 003",FIDESZ-KDNP,289,50.0,46.6232680908854,3.3767319091146,583,0,0.0
"Telekgerendás",001,"Telekgerendás - 001",FIDESZ-KDNP,226,53.0516431924883,49.6815593011622,3.3700838913261,429,0,0.0
"Pécs",070,"Pécs - 070",FIDESZ-KDNP,310,41.8353576248313,38.4655803319637,3.36977729286762,747,0,0.0
"Kisláng",002,"Kisláng - 002",FIDESZ-KDNP,406,68.3501683501683,64.9807713788756,3.3693969712927,594,10,1.65562913907285
"Hódmezővásárhely",030,"Hódmezővásárhely - 030",FIDESZ-KDNP,237,52.549889135255,49.1820473129461,3.36784182230887,460,0,0.0
"Budapest XX. kerület",039,"Budapest XX. kerület - 039",FIDESZ-KDNP,274,42.3493044822257,38.9829052982452,3.36639918398046,651,0,0.0
"Budapest XIX. kerület",047,"Budapest XIX. kerület - 047",FIDESZ-KDNP,314,40.620957309185,37.2585724391263,3.36238487005869,779,0,0.0
"Szekszárd",030,"Szekszárd - 030",FIDESZ-KDNP,254,50.4970178926441,47.1350639786605,3.36195391398363,511,0,0.0
"Ballószög",001,"Ballószög - 001",FIDESZ-KDNP,326,59.3806921675774,56.0210432885511,3.35964887902629,555,52,8.5667215815486
"Rudabánya",001,"Rudabánya - 001",FIDESZ-KDNP,221,51.5151515151515,48.1571363162482,3.35801519890327,436,10,2.24215246636771
"Budapest V. kerület",004,"Budapest V. kerület - 004",FIDESZ-KDNP,324,46.2857142857143,42.9285751547695,3.35713913094483,702,0,0.0
"Gyömrő",005,"Gyömrő - 005",FIDESZ-KDNP,289,46.6882067851373,43.333724884206,3.35448190093128,628,0,0.0
"Budapest VII. kerület",022,"Budapest VII. kerület - 022",FIDESZ-KDNP,272,40.3560830860534,37.0039777058329,3.35210538022051,679,0,0.0
"Nyékládháza",003,"Nyékládháza - 003",FIDESZ-KDNP,240,46.242774566474,42.8909079691664,3.35186659730756,524,0,0.0
"Székesfehérvár",012,"Székesfehérvár - 012",FIDESZ-KDNP,315,50.4807692307692,47.1295567163719,3.3512125143973,626,0,0.0
Szeged,301,"Szeged - 301",FIDESZ-KDNP,368,40.8888888888889,37.5377626896143,3.35112619927457,908,0,0.0
"Budapest XXII. kerület",024,"Budapest XXII. kerület - 024",FIDESZ-KDNP,439,44.5685279187817,41.217971905954,3.3505560128277,999,0,0.0
Szentes,010,"Szentes - 010",FIDESZ-KDNP,261,54.9473684210526,51.5969728044414,3.35039561661127,485,0,0.0
"Himesháza",001,"Himesháza - 001",FIDESZ-KDNP,99,42.8571428571429,39.5067473243369,3.35039553280595,242,0,0.0
Tiszacsege,005,"Tiszacsege - 005",FIDESZ-KDNP,164,51.25,47.9017795591463,3.3482204408537,325,0,0.0
"Budapest XXI. kerület",030,"Budapest XXI. kerület - 030",FIDESZ-KDNP,200,40.8997955010225,37.554331361675,3.34546413934745,493,0,0.0
"Úri",002,"Úri - 002",FIDESZ-KDNP,363,55.3353658536585,51.993924061581,3.3414417920775,658,36,5.18731988472623
"Csákvár",001,"Csákvár - 001",FIDESZ-KDNP,381,58.2568807339449,54.9169711575159,3.33990957642904,657,0,0.0
"Berettyóújfalu",008,"Berettyóújfalu - 008",FIDESZ-KDNP,200,52.3560209424084,49.0217605279555,3.33426041445283,386,0,0.0
"Göd",015,"Göd - 015",FIDESZ-KDNP,398,45.2272727272727,41.8931721619941,3.33410056527865,885,0,0.0
"Budapest III. kerület",051,"Budapest III. kerület - 051",FIDESZ-KDNP,244,40.2640264026403,36.9315427352004,3.33248366743983,607,0,0.0
"Gödöllő",007,"Gödöllő - 007",FIDESZ-KDNP,310,46.8986384266263,43.5730454925998,3.32559293402651,669,0,0.0
Miskolc,127,"Miskolc - 127",FIDESZ-KDNP,250,43.1778929188256,39.8552204069502,3.32267251187538,583,0,0.0
"Vác",004,"Vác - 004",FIDESZ-KDNP,366,50.2057613168724,46.8876635682735,3.31809774859897,746,0,0.0
"Lánycsók",002,"Lánycsók - 002",FIDESZ-KDNP,357,59.3023255813954,55.984952120383,3.31737346101231,615,0,0.0
Kunhegyes,007,"Kunhegyes - 007",FIDESZ-KDNP,380,60.9951845906902,57.6805238303902,3.31466076029997,637,0,0.0
"Hódmezővásárhely",035,"Hódmezővásárhely - 035",FIDESZ-KDNP,326,52.4959742351047,49.1820473129461,3.31392692215854,625,0,0.0
"Körösladány",002,"Körösladány - 002",FIDESZ-KDNP,304,61.9144602851324,58.6052866378089,3.30917364732349,492,0,0.0
"Perkáta",003,"Perkáta - 003",FIDESZ-KDNP,261,53.7037037037037,50.3946717491138,3.30903195458987,493,0,0.0
Kosd,001,"Kosd - 001",FIDESZ-KDNP,498,62.0174346201743,58.7090657421429,3.30836887803142,823,27,3.17647058823529
"Hajdúnánás",004,"Hajdúnánás - 004",FIDESZ-KDNP,286,53.1598513011152,49.8519231208928,3.30792818022243,544,0,0.0
Miskolc,053,"Miskolc - 053",FIDESZ-KDNP,262,43.163097199341,39.8552204069502,3.30787679239084,608,0,0.0
Szeged,410,"Szeged - 410",FIDESZ-KDNP,290,40.8450704225352,37.5377626896143,3.3073077329209,714,0,0.0
Gyula,002,"Gyula - 002",FIDESZ-KDNP,359,48.5791610284168,45.2752402886019,3.30392073981486,808,0,0.0
"Budapest IX. kerület",010,"Budapest IX. kerület - 010",FIDESZ-KDNP,201,40.9368635437882,37.6332935320301,3.30357001175808,494,0,0.0
"Nagyhalász",004,"Nagyhalász - 004",FIDESZ-KDNP,242,59.0243902439024,55.7270716168601,3.29731862704232,425,0,0.0
Miskolc,041,"Miskolc - 041",FIDESZ-KDNP,167,43.1524547803618,39.8552204069502,3.29723437341158,389,0,0.0
"Perkáta",004,"Perkáta - 004",FIDESZ-KDNP,262,53.6885245901639,50.3946717491138,3.2938528410501,494,0,0.0
"Százhalombatta",009,"Százhalombatta - 009",FIDESZ-KDNP,290,43.4131736526946,40.1223760382781,3.29079761441653,674,0,0.0
Szob,002,"Szob - 002",FIDESZ-KDNP,236,54.3778801843318,51.0890991955043,3.28878098882753,436,0,0.0
"Budapest VI. kerület",009,"Budapest VI. kerület - 009",FIDESZ-KDNP,191,40.3805496828753,37.0924979718368,3.28805171103848,475,0,0.0
"Kunszentmárton",002,"Kunszentmárton - 002",FIDESZ-KDNP,232,52.2522522522522,48.9653662090122,3.28688604324005,456,0,0.0
"Budapest XXI. kerület",046,"Budapest XXI. kerület - 046",FIDESZ-KDNP,254,40.8360128617363,37.554331361675,3.28168150006129,624,0,0.0
"Bököny",003,"Bököny - 003",FIDESZ-KDNP,255,79.6875,76.4058945420303,3.28160545796972,330,0,0.0
"Szentgál",003,"Szentgál - 003",FIDESZ-KDNP,284,65.8932714617169,62.6128315224242,3.28043993929269,441,0,0.0
"Mosonmagyaróvár",002,"Mosonmagyaróvár - 002",FIDESZ-KDNP,239,50.635593220339,47.3554704431333,3.28012277720568,487,0,0.0
"Létavértes",004,"Létavértes - 004",FIDESZ-KDNP,248,57.2748267898383,53.9989864220892,3.2758403677491,471,0,0.0
"Kömlő",002,"Kömlő - 002",FIDESZ-KDNP,298,76.8041237113402,73.5295406092112,3.27458310212903,393,0,0.0
"Abádszalók",002,"Abádszalók - 002",FIDESZ-KDNP,240,57.2792362768496,54.0067432062659,3.27249307058376,427,0,0.0
"Csömör",004,"Csömör - 004",FIDESZ-KDNP,312,44.2553191489362,40.984618026491,3.27070112244515,715,0,0.0
"Tatabánya",001,"Tatabánya - 001",FIDESZ-KDNP,293,43.0882352941177,39.8195746882563,3.26866060586136,683,0,0.0
"Várpalota",017,"Várpalota - 017",FIDESZ-KDNP,260,49.8084291187739,46.5432244935052,3.26520462526875,526,0,0.0
Szeged,105,"Szeged - 105",FIDESZ-KDNP,275,40.8011869436202,37.5377626896143,3.26342425400586,681,0,0.0
"Budapest V. kerület",007,"Budapest V. kerület - 007",FIDESZ-KDNP,285,46.1912479740681,42.9285751547695,3.26267281929861,618,0,0.0
"Szekszárd",037,"Szekszárd - 037",FIDESZ-KDNP,319,50.3949447077409,47.1350639786605,3.25988072908041,636,0,0.0
Heves,003,"Heves - 003",FIDESZ-KDNP,430,60.9065155807365,57.646660338119,3.2598552426175,738,0,0.0
"Budapest XVII. kerület",062,"Budapest XVII. kerület - 062",FIDESZ-KDNP,229,43.5361216730038,40.2786003966702,3.25752127633363,529,0,0.0
"Budapest II. kerület",055,"Budapest II. kerület - 055",FIDESZ-KDNP,320,44.2600276625173,41.0033079897931,3.25671967272416,728,0,0.0
Szajol,002,"Szajol - 002",FIDESZ-KDNP,172,45.9893048128342,42.7332894534974,3.25601535933679,378,0,0.0
Debrecen,125,"Debrecen - 125",FIDESZ-KDNP,390,52.1390374331551,48.8831492940873,3.25588813906776,751,0,0.0
Szolnok,018,"Szolnok - 018",FIDESZ-KDNP,196,43.0769230769231,39.8220710661513,3.25485201077176,459,0,0.0
"Győr",072,"Győr - 072",FIDESZ-KDNP,380,52.4861878453039,49.2317990574674,3.25438878783647,724,0,0.0
"Tatabánya",006,"Tatabánya - 006",FIDESZ-KDNP,199,43.0735930735931,39.8195746882563,3.25401838533678,469,0,0.0
"Budapest XIX. kerület",020,"Budapest XIX. kerület - 020",FIDESZ-KDNP,269,40.5120481927711,37.2585724391263,3.25347575364478,686,0,0.0
"Sárisáp",003,"Sárisáp - 003",FIDESZ-KDNP,182,38.2352941176471,34.9821477493193,3.25314636832777,481,22,4.37375745526839
"Abaújkér",001,"Abaújkér - 001",FIDESZ-KDNP,155,54.5774647887324,51.3271939328277,3.25027085590466,291,5,1.68918918918919
"Budapest XIV. kerület",040,"Budapest XIV. kerület - 040",FIDESZ-KDNP,390,38.8833499501496,35.6335037559549,3.2498461941946,1020,0,0.0
"Győr",004,"Győr - 004",FIDESZ-KDNP,349,52.4812030075188,49.2317990574674,3.24940395005139,672,0,0.0
"Kaposvár",047,"Kaposvár - 047",FIDESZ-KDNP,241,46.7054263565892,43.4576231121415,3.24780324444767,519,0,0.0
Debrecen,037,"Debrecen - 037",FIDESZ-KDNP,367,52.1306818181818,48.8831492940873,3.2475325240945,705,0,0.0
Biharnagybajom,001,"Biharnagybajom - 001",FIDESZ-KDNP,206,54.6419098143236,51.3949936584574,3.24691615586618,379,4,1.0443864229765
Velence,004,"Velence - 004",FIDESZ-KDNP,378,48.3994878361076,45.1526315866463,3.24685624946123,783,0,0.0
"Budapest XIII. kerület",077,"Budapest XIII. kerület - 077",FIDESZ-KDNP,297,34.5348837209302,31.2903254193305,3.24455830159971,872,0,0.0
Miskolc,113,"Miskolc - 113",FIDESZ-KDNP,206,43.0962343096234,39.8552204069502,3.24101390267325,480,0,0.0
"Zagyvarékas",002,"Zagyvarékas - 002",FIDESZ-KDNP,192,56.973293768546,53.7368874686474,3.23640629989855,342,0,0.0
Dunasziget,001,"Dunasziget - 001",FIDESZ-KDNP,75,62.5,59.2683359937677,3.23166400623229,122,0,0.0
"Budapest III. kerület",030,"Budapest III. kerület - 030",FIDESZ-KDNP,296,40.1628222523745,36.9315427352004,3.23127951717406,741,0,0.0
"Budapest XX. kerület",043,"Budapest XX. kerület - 043",FIDESZ-KDNP,225,42.2138836772983,38.9829052982452,3.23097837905312,535,0,0.0
"Kaposvár",041,"Kaposvár - 041",FIDESZ-KDNP,289,46.6882067851373,43.4576231121415,3.23058367299583,622,0,0.0
"Szirmabesenyő",004,"Szirmabesenyő - 004",FIDESZ-KDNP,232,40.0,36.7709834866445,3.22901651335549,583,0,0.0
"Nyergesújfalu",003,"Nyergesújfalu - 003",FIDESZ-KDNP,298,44.812030075188,41.5838835179274,3.22814655726054,669,84,11.1553784860558
"Budapest XV. kerület",005,"Budapest XV. kerület - 005",FIDESZ-KDNP,263,42.0127795527157,38.7852418523397,3.22753770037594,626,0,0.0
"Hajdúszoboszló",014,"Hajdúszoboszló - 014",FIDESZ-KDNP,301,52.8070175438596,49.5824628219754,3.22455472188427,572,0,0.0
"Berettyóújfalu",013,"Berettyóújfalu - 013",FIDESZ-KDNP,314,52.2462562396007,49.0217605279555,3.22449571164511,607,0,0.0
Monor,015,"Monor - 015",FIDESZ-KDNP,310,55.4561717352415,52.2336742970816,3.22249743815988,563,0,0.0
"Pécs",073,"Pécs - 073",FIDESZ-KDNP,188,41.6851441241685,38.4655803319637,3.21956379220482,454,0,0.0
Monor,012,"Monor - 012",FIDESZ-KDNP,290,55.4493307839388,52.2336742970816,3.21565648685719,525,235,30.9210526315789
"Budapest X. kerület",021,"Budapest X. kerület - 021",FIDESZ-KDNP,260,42.0032310177706,38.7879054710566,3.21532554671398,621,0,0.0
"Üröm",001,"Üröm - 001",FIDESZ-KDNP,322,43.3378196500673,40.1234792960289,3.21434035403837,762,168,18.0645161290323
"Budapest XVI. kerület",020,"Budapest XVI. kerület - 020",FIDESZ-KDNP,264,44.8979591836735,41.6850912149879,3.21286796868552,592,0,0.0
Maroslele,003,"Maroslele - 003",FIDESZ-KDNP,244,64.8936170212766,61.683799845756,3.20981717552057,381,0,0.0
Szombathely,021,"Szombathely - 021",FIDESZ-KDNP,319,52.9021558872305,49.6984379629394,3.20371792429108,608,0,0.0
"Budaörs",017,"Budaörs - 017",FIDESZ-KDNP,412,40.3921568627451,37.1887123776977,3.20344448504739,1026,0,0.0
"Budapest III. kerület",021,"Budapest III. kerület - 021",FIDESZ-KDNP,244,40.1315789473684,36.9315427352004,3.20003621216799,609,0,0.0
"Budapest III. kerület",006,"Budapest III. kerület - 006",FIDESZ-KDNP,307,40.1307189542484,36.9315427352004,3.19917621904793,770,0,0.0
Debrecen,003,"Debrecen - 003",FIDESZ-KDNP,488,52.0811099252935,48.8831492940873,3.19796063120617,945,0,0.0
"Jászkarajenő",001,"Jászkarajenő - 001",FIDESZ-KDNP,271,65.3012048192771,62.1037407751996,3.19746404407749,424,0,0.0
"Vác",007,"Vác - 007",FIDESZ-KDNP,299,50.0837520938023,46.8876635682735,3.19608852552888,604,0,0.0
"Budapest II. kerület",035,"Budapest II. kerület - 035",FIDESZ-KDNP,320,44.1988950276243,41.0033079897931,3.19558703783118,727,0,0.0
"Budapest XXIII. kerület",021,"Budapest XXIII. kerület - 021",FIDESZ-KDNP,207,41.4829659318637,38.2873827633797,3.19558316848404,502,0,0.0
"Tiszalök",001,"Tiszalök - 001",FIDESZ-KDNP,285,44.392523364486,41.1982056653221,3.19431769916391,646,37,5.41727672035139
"Budapest IV. kerület",066,"Budapest IV. kerület - 066",FIDESZ-KDNP,329,39.2601431980907,36.0669015020653,3.19324169602542,843,0,0.0
"Báránd",003,"Báránd - 003",FIDESZ-KDNP,251,56.5315315315315,53.3402893414742,3.19124219005736,446,0,0.0
"Balatonalmádi",003,"Balatonalmádi - 003",FIDESZ-KDNP,390,54.2420027816412,51.0515981594416,3.19040462219959,724,0,0.0
"Budapest XV. kerület",018,"Budapest XV. kerület - 018",FIDESZ-KDNP,238,41.9753086419753,38.7852418523397,3.19006678963559,569,0,0.0
"Besenyőtelek",003,"Besenyőtelek - 003",FIDESZ-KDNP,267,62.3831775700935,59.1983633136243,3.18481425646917,431,7,1.59817351598174
"Vál",002,"Vál - 002",FIDESZ-KDNP,331,64.9019607843137,61.723875178814,3.17808560549969,514,0,0.0
"Sárosd",003,"Sárosd - 003",FIDESZ-KDNP,245,58.7529976019185,55.5753553348976,3.17764226702084,424,0,0.0
"Tiszaújváros",005,"Tiszaújváros - 005",FIDESZ-KDNP,199,36.9888475836431,33.8129263139427,3.17592126970045,545,0,0.0
Miskolc,007,"Miskolc - 007",FIDESZ-KDNP,213,43.030303030303,39.8552204069502,3.17508262335285,498,0,0.0
"Ópusztaszer",003,"Ópusztaszer - 003",FIDESZ-KDNP,95,50.8021390374332,47.6318862397785,3.17025279765462,191,0,0.0
"Balatonfüred",008,"Balatonfüred - 008",FIDESZ-KDNP,532,51.8013631937683,48.6332906431626,3.16807255060568,1033,0,0.0
Keszthely,007,"Keszthely - 007",FIDESZ-KDNP,160,53.8720538720539,50.7065495591607,3.16550431289313,300,444,59.6774193548387
"Erdőtelek",001,"Erdőtelek - 001",FIDESZ-KDNP,343,66.0886319845857,62.9278367498688,3.1607952347169,522,0,0.0
"Maklár",002,"Maklár - 002",FIDESZ-KDNP,235,49.4736842105263,46.3186123129826,3.15507189754375,475,0,0.0
"Budaörs",001,"Budaörs - 001",FIDESZ-KDNP,376,40.343347639485,37.1887123776977,3.15463526178727,944,0,0.0
Kalocsa,007,"Kalocsa - 007",FIDESZ-KDNP,222,42.9400386847195,39.7866218065088,3.15341687821073,521,0,0.0
Balassagyarmat,014,"Balassagyarmat - 014",FIDESZ-KDNP,252,44.8398576512456,41.6870365710085,3.15282108023703,567,0,0.0
"Mezőgyán",002,"Mezőgyán - 002",FIDESZ-KDNP,36,62.0689655172414,58.9170823393335,3.15188317790791,59,0,0.0
Paks,005,"Paks - 005",FIDESZ-KDNP,435,55.7692307692308,52.6180978937345,3.15113287549625,787,0,0.0
"Nagykőrös",009,"Nagykőrös - 009",FIDESZ-KDNP,291,57.7380952380952,54.5872609262572,3.15083431183802,508,0,0.0
"Budapest III. kerület",001,"Budapest III. kerület - 001",FIDESZ-KDNP,293,40.0820793433653,36.9315427352004,3.15053660816482,741,0,0.0
"Tiszalúc",003,"Tiszalúc - 003",FIDESZ-KDNP,197,49.873417721519,46.7229822420947,3.15043547942428,404,0,0.0
"Budapest VI. kerület",018,"Budapest VI. kerület - 018",FIDESZ-KDNP,266,40.2420574886536,37.0924979718368,3.14955951681677,664,0,0.0
"Császár",001,"Császár - 001",FIDESZ-KDNP,285,60.7675906183369,57.6211493947716,3.14644122356533,475,14,2.86298568507157
"Hajdúszoboszló",011,"Hajdúszoboszló - 011",FIDESZ-KDNP,319,52.7272727272727,49.5824628219754,3.14480990529735,608,0,0.0
"Nyíregyháza",042,"Nyíregyháza - 042",FIDESZ-KDNP,374,45.8333333333333,42.6901378033,3.14319553003336,820,0,0.0
"Diósd",007,"Diósd - 007",FIDESZ-KDNP,340,44.5609436435125,41.4217193957838,3.13922424772863,778,0,0.0
"Budapest VIII. kerület",028,"Budapest VIII. kerület - 028",FIDESZ-KDNP,176,43.3497536945813,40.2132187543723,3.13653494020895,409,0,0.0
Tata,009,"Tata - 009",FIDESZ-KDNP,227,47.489539748954,44.3569261669842,3.13261358196981,479,0,0.0
Miskolc,118,"Miskolc - 118",FIDESZ-KDNP,141,42.9878048780488,39.8552204069502,3.1325844710986,377,0,0.0
Szolnok,068,"Szolnok - 068",FIDESZ-KDNP,256,42.9530201342282,39.8220710661513,3.13094906807687,600,0,0.0
"Budapest XV. kerület",050,"Budapest XV. kerület - 050",FIDESZ-KDNP,197,41.9148936170213,38.7852418523397,3.12965176468156,480,0,0.0
Csabdi,002,"Csabdi - 002",FIDESZ-KDNP,71,63.963963963964,60.8344409983754,3.12952296558854,113,0,0.0
"Érd",031,"Érd - 031",FIDESZ-KDNP,363,47.2041612483745,44.0812046811832,3.12295656719127,775,0,0.0
"Dunaújváros",042,"Dunaújváros - 042",FIDESZ-KDNP,289,40.2506963788301,37.1331949547494,3.11750142408069,723,0,0.0
Szeged,306,"Szeged - 306",FIDESZ-KDNP,337,40.6513872135103,37.5377626896143,3.11362452389594,835,0,0.0
"Mályi",002,"Mályi - 002",FIDESZ-KDNP,182,43.3333333333333,40.2199144707842,3.11341886254913,422,47,10.0213219616205
"Győr",054,"Győr - 054",FIDESZ-KDNP,413,52.3447401774398,49.2317990574674,3.1129411199724,791,0,0.0
"Budapest XXIII. kerület",018,"Budapest XXIII. kerület - 018",FIDESZ-KDNP,272,41.400304414003,38.2873827633797,3.11292165062336,664,0,0.0
"Érd",019,"Érd - 019",FIDESZ-KDNP,370,47.1938775510204,44.0812046811832,3.11267286983716,813,0,0.0
Baja,017,"Baja - 017",FIDESZ-KDNP,347,51.9461077844311,48.837788243307,3.10831954112417,669,0,0.0
"Nyíracsád",002,"Nyíracsád - 002",FIDESZ-KDNP,329,65.2777777777778,62.1696540292195,3.10812374855829,520,0,0.0
"Maglód",007,"Maglód - 007",FIDESZ-KDNP,389,47.4969474969475,44.3903147288598,3.10663276808764,835,0,0.0
"Székesfehérvár",083,"Székesfehérvár - 083",FIDESZ-KDNP,328,50.2297090352221,47.1295567163719,3.10015231885012,659,0,0.0
Miskolc,087,"Miskolc - 087",FIDESZ-KDNP,189,42.9545454545455,39.8552204069502,3.09932504759527,447,0,0.0
"Jánoshida",001,"Jánoshida - 001",FIDESZ-KDNP,189,54.0,50.9068079362249,3.09319206377506,358,0,0.0
"Budapest VI. kerület",002,"Budapest VI. kerület - 002",FIDESZ-KDNP,180,40.1785714285714,37.0924979718368,3.08607345673464,450,0,0.0
"Budapest XV. kerület",036,"Budapest XV. kerület - 036",FIDESZ-KDNP,273,41.8711656441718,38.7852418523397,3.08592379183207,657,0,0.0
"Veszprém",024,"Veszprém - 024",FIDESZ-KDNP,330,47.2779369627507,44.1965513687109,3.08138559403977,707,0,0.0
"Bakonyszentlászló",002,"Bakonyszentlászló - 002",FIDESZ-KDNP,226,61.0810810810811,58.0026617526618,3.07841932841933,381,0,0.0
"Szelevény",002,"Szelevény - 002",FIDESZ-KDNP,73,64.0350877192982,60.9577612509535,3.07732646834478,114,0,0.0
"Szentgotthárd",007,"Szentgotthárd - 007",FIDESZ-KDNP,320,65.3061224489796,62.2288524622063,3.07726998677332,492,0,0.0
"Jászapáti",007,"Jászapáti - 007",FIDESZ-KDNP,362,58.1993569131833,55.12419561152,3.07516130166323,638,0,0.0
"Budapest XIII. kerület",040,"Budapest XIII. kerület - 040",FIDESZ-KDNP,100,34.3642611683849,31.2903254193305,3.07393574905435,292,0,0.0
"Őrbottyán",001,"Őrbottyán - 001",FIDESZ-KDNP,282,50.1779359430605,47.1044865578622,3.07344938519826,564,0,0.0
"Bácsbokod",003,"Bácsbokod - 003",FIDESZ-KDNP,222,54.1463414634146,51.0773314268036,3.06901003661106,414,0,0.0
"Jászalsószentgyörgy",001,"Jászalsószentgyörgy - 001",FIDESZ-KDNP,271,61.8721461187215,58.8100964246777,3.06204969404379,442,0,0.0
"Csorvás",004,"Csorvás - 004",FIDESZ-KDNP,245,53.9647577092511,50.904011473772,3.06074623547909,461,16,3.35429769392034
"Bonyhád",005,"Bonyhád - 005",FIDESZ-KDNP,260,57.1428571428571,54.0822988037316,3.06055833912554,466,0,0.0
"Dunaföldvár",009,"Dunaföldvár - 009",FIDESZ-KDNP,216,55.9585492227979,52.9035425011306,3.05500672166732,389,0,0.0
"Jakabszállás",002,"Jakabszállás - 002",FIDESZ-KDNP,508,70.1657458563536,67.1111142632217,3.05463159313187,733,51,6.50510204081633
Piliscsaba,004,"Piliscsaba - 004",FIDESZ-KDNP,303,47.8672985781991,44.8174137891216,3.04988478907741,640,0,0.0
Miskolc,082,"Miskolc - 082",FIDESZ-KDNP,278,42.9012345679012,39.8552204069502,3.04601416095105,651,0,0.0
"Mándok",003,"Mándok - 003",FIDESZ-KDNP,262,55.863539445629,52.81887363825,3.04466580737904,479,0,0.0
"Budapest XXII. kerület",036,"Budapest XXII. kerület - 036",FIDESZ-KDNP,428,44.2605997931748,41.217971905954,3.04262788722074,987,0,0.0
"Taktaharkány",001,"Taktaharkány - 001",FIDESZ-KDNP,341,59.7197898423818,56.6774464601953,3.0423433821865,581,0,0.0
